鋻	giám
桐	thông, đồng
桑	tang
桓	hoàn
桔	cát, kiết, kết, quất
桕	cữu
桚	tạt
桠	nha
桡	kiêu, nhiêu, nạo
桢	trinh
档	đáng, đương
桥	cao, khiêu, kiều
桦	hoa
桧	cối
桨	tương, tưởng
桩	thung, trang
梃	đĩnh
梆	bang
條	thiêu, điêu, điều
梠	lữ
梴	siên
桫	sa
桬	sa
桮	bôi
桯	doanh, thinh
桰	quát
桲	bột
桴	phu, phù
桶	dõng, dũng, thũng
桷	giác
桹	lang
桺	liễu
桿	can, hãn
梀	tốc
梁	lương
梂	cầu
梅	mai
梈	phanh
梌	đồ
梏	cốc
梐	bệ
梓	tử
梔	chi
梖	bái
梗	cánh, cạnh, ngạnh
梟	kiêu
梡	khoản
梢	sao, tiêu
梣	sầm
梦	mông, mộng
梧	ngô, ngộ
梨	lê
梩	tỷ
梪	đậu
梫	xâm
梭	thoa, toa
梮	cục
梯	thê
械	giới
梱	khốn, khổn, ngôn
梲	chuyết, thoát
梳	sơ
梵	phạm, phạn
梹	tân
梼	đào
梿	liên
检	kiểm
棁	chuyết
棂	linh
棻	phân
椘	sở
椛	hoa
楖	trất
渠	cừ, cự
棃	lê
棄	khí
棅	bính
棉	miên
棊	kì, kỳ
棋	ky, kì, kí, ký, kỳ
棍	côn, hỗn
棐	phỉ
棒	bổng
棓	bang, bạng, bội
棕	tông
棖	tranh, trành
棗	táo, tảo
棘	cức
棚	bành, bằng
棜	ứ
棟	đống
棠	đường
棡	cương
棣	lệ, thế, đại, đệ
棧	chăn, sạn, trăn, trản, xiễn
棨	khải, khể
棫	vực
棬	khuyên, quyền, quyển
森	sâm
棯	nhẫm
棰	chuỷ, trùy
棱	lăng
棲	thê, tê
棳	xuyết
棵	khõa, khỏa
棷	trâu
棸	trâu
棹	trác, trạo
棺	quan, quán
棼	phần
棽	sâm
椀	oản, uyển
椁	quách
椄	tiếp
椅	kỷ, y, ỷ
椆	chu
椇	củ
椈	cúc
椉	thừa
椌	khoang, không, oản
植	thực, trĩ, trị
椎	chuy, chùy, trùy
椏	nha
椐	cư, cử
椑	bế, tích
椒	tiêu
椓	trác, trạc
椔	chuy
椗	đính, đĩnh
椟	độc
椠	thiễm, tạm
椤	la
椭	thỏa
椰	da, gia
楉	nhược
楗	kiển, kiện
楛	hộ, khổ
楮	chử
楰	du
極	cực
榔	lang
椳	ôi
椴	đoạn
椵	gia, giả
椶	tông
椷	giam, ham, hàm
椸	di
椹	châm, thầm, thẩm, thậm
椽	chuyên, triện
椾	tiên
椿	thung, xuân
楀	vũ
楂	sa, tra
楃	ác
楄	biên, biền
楅	bức, phúc
楊	dương
楎	huy, hồn
楓	phong
楔	kiết, tiết
楕	thỏa
楘	mộc
楙	mậu
楚	sở
楝	luyện
楞	lăng
楟	đình
楠	nam
楡	du
楢	do, du
楣	mi, my
楥	hoãn, huyên, tuyên
楦	huyên, tuyên
楨	trinh
楩	tiện
楪	điệp
楫	tiếp
楬	kiệt, kệ
業	nghiệp
楯	thuẫn
楱	thấu
楲	uy
楳	kì, mai
楶	tiết
楷	giai, khải
楸	thu
楹	doanh
楼	lâu
楽	lạc
概	hị, khái
榄	lãm
榅	uấn, ôn, ốt
榆	du
榇	sấn, thấn
榈	lư
榉	cử
榘	củ
榾	cốt
槌	chùy, trùy, đôi
槎	sà, tra
槐	hòe
槩	khái
榎	giả
榑	phù
榕	dong, dung
榖	cốc
榛	trân, trăn
榜	báng, bảng
榞	nguyên
榣	dao
榤	kiệt
榥	hoảng
榦	cán, hàn
榧	phỉ
榨	trá
榩	kiền
榫	chuẩn
榬	viên
榭	tạ
榮	vinh
榯	thì
榰	chi
榱	suy
榲	uấn, ôn, ốt
榴	lưu, lựu
榷	các, giác
榹	ty
榻	tháp
榼	kháp, khạp
榿	khi
槀	cảo
槁	cao, cảo, khao, khảo
槃	bàn
槅	cách, hạch
槇	điên
槈	nậu
槉	tật
槊	sáo, sóc
構	cấu
槍	sang, sanh, thương
槑	mai
槓	cống
槔	cao
槕	trác, trạc, trạo
槖	thác
様	dạng
槙	điên
槚	giả
槛	hạm
槟	tân
槤	liên
槨	quách
樆	ly
模	mô
樺	hoa
槢	tập
槥	tuệ
槧	thiễm, tiệm, tạm
槭	sắc, túc
槮	sâm
槱	dửu, dữu
槲	hộc
槳	tương, tưởng
槵	hoạn
槸	nghệ
槹	cao
槺	khang
槻	quy
槼	quy
槽	tào
槾	man
槿	cẩn, cận
樀	đích
樁	chang, thung, trang
樂	lạc, nhạc, nhạo
樅	tung
樊	phiền, phàn
樐	lỗ
樑	lương
樒	mật
樓	lâu
樔	sào, tiễu
樗	sư, xư
樘	sanh, đường
標	phiêu, tiêu
樚	lộc
樛	cù
樝	tra
樞	xu
樟	chương
樠	man
樣	dạng
樧	sát
権	quyền
横	hoành, hoạnh, quáng
樯	tường
樱	anh
橄	cảm
橡	tượng
橢	thỏa, đọa
橥	trư
檛	choa, qua
樨	tê
樲	nhị
樴	chức
樵	tiều
樷	tùng
樸	bốc, phác
樹	thọ, thụ
樻	quỹ
樼	trân
樽	tôn
樾	việt
樿	thiện
橃	phạt
橅	mô
橇	khiêu, tuyệt
橈	kiêu, nhiêu, nạo
橉	lân
橊	lưu, lựu
橋	cao, khiêu, kiếu, kiều, kiểu
橐	thác
橑	liêu
橕	sanh, xanh
橘	quất
橙	chanh, sập, tranh, đắng
橛	quyết
橜	quyết
機	cơ, ki, ky
橤	nhụy, nhị
橦	sàng, tràng, đồng
橧	tăng, tằng
橪	nhiễn
橫	hoành, hoạnh, quáng
橰	cao
橱	trù
橹	lỗ
橼	duyên
檃	ổn
檇	tuy
檎	cầm
檝	tiếp
檠	kình, kính, kềnh
橚	thu, túc
橾	táo
橿	cương
檀	đàn
檁	lẫm
檄	hịch
檉	sanh
檊	cán
檋	cúc
檍	ức
檐	diêm, thiềm
檑	lôi
檔	đáng, đương
檗	bách, nghiệt, phách
檜	cối
檞	giải
檟	giả
檢	kiểm
檣	tường
檥	nghi, nghĩ, nghị
檦	biểu
檩	lẫm
檬	mông
櫆	khôi
櫛	trất
㯲	cấm
檮	đào
檯	di, thai, đài
檰	miên
檳	tân
檷	nhĩ
檸	ninh, nịnh
檻	hạm
檼	ẩn
檽	nâu
檾	khoảnh
檿	yểm
櫂	trạc, trạo
櫃	cử, quỹ
櫅	tễ
櫈	đắng
櫉	trù
櫎	hoảng
櫔	lệ
櫗	miết
櫙	ất
櫚	lư, lữ
櫡	trước
櫋	biên, miên
櫌	ưu
櫍	chất
櫑	lũy, lôi, lỗi
櫓	lỗ
櫖	lự
櫜	cao
櫝	độc
櫞	duyên
櫟	dược, lao, lịch
櫢	tẩu
櫥	trù
櫧	chư
櫫	trư
櫨	lô
櫩	diêm
櫪	lịch
櫬	quán, sấn, thấn
櫰	hoài
櫱	nghiệt
櫸	cử
櫽	ẩn, ổn
欂	bách, bạc
櫳	long, lung
櫺	linh
櫻	anh
櫼	tiêm
櫾	dứu, trục
欃	sàm
欄	lan
權	quyền
欋	cù
欎	uất
欏	la
欐	lệ
欑	toàn, toản
欒	loan
𣠺	tiếp
欓	đảng
欗	lan
欖	lãm
欘	chúc
欙	luy
欚	lễ
欛	bá
欝	uất
欞	linh
欠	khiếm
次	thứ, tư
欢	hoan
欤	dư
欣	hân
欧	âu, ẩu
欨	hu
欬	khái, ái
欱	hát, hạp
欲	dục
欵	khoản
欶	sóc
欷	hi, hy
欸	ai, ái, ải
欹	khi, y
欺	khi
欻	huất, hốt
欽	khâm, khấm
款	khoản
欿	khảm
歀	khoản
歂	suyễn, thuyên
歃	sáp
歅	nhân
歆	hâm
歇	hiết, tiết, yết
歈	du
歉	khiểm
歊	hiêu
歌	ca
歍	ô
歎	thán
歐	âu, ẩu
歑	hô, hư
歓	hoan
歔	hư
歕	phun, phún
歘	hốt
歙	hấp, thiệp
歗	khiếu, tiêu
歛	liễm
歜	xúc
歟	dư
歠	xuyết
歡	hoan
止	chi, chỉ
正	chinh, chánh, chính
此	thử
步	bộ
武	võ, vũ
歧	kì, kỳ
歩	bộ
歫	cự
歪	oa, oai
歬	tiền
歭	trĩ
歯	xỉ
歱	chủng
歲	tuế
歳	tuế
歰	sáp
歴	lịch
歷	lịch
歸	quy, quý
歹	ngạt, đãi
歺	ngạt
死	tử
歼	tiêm
歾	một, vẫn
歿	một
殀	yểu
殁	một
殂	tồ
殃	ương
殄	điển, điễn
殆	đãi
殇	thương
残	tàn
殈	hức
殉	tuẫn, tuận
殊	thù
殍	biểu, biễu
殑	căng
殒	vẫn
殓	liễm, liệm
殔	dị
殕	phẫu, phủ
殖	sự, thực
殗	yêm, yếp, yểm
殘	tàn
殙	hôn
殚	đàn, đạn
殛	cức
飱	san, sôn, tôn
㱩	độc
殜	triệp
殟	ốt
殞	vẫn
殠	hú
殡	thấn, tấn, tẫn
殢	thế, đế
殣	cận
殤	thương
殥	dần
殪	ế
殫	đàn, đạn
殭	cương, thương
殮	liễm, liệm
殯	thấn, tấn, tẫn
殰	độc
殱	tiêm
殲	tiêm
殳	thù
殴	ấu, ẩu
段	đoàn, đoán, đoạn
殶	chú
殷	an, yên, ân, ẩn
殺	sái, sát, tát, ái
殸	thanh
殹	ê, ế
殻	xác
殼	xác
殽	hiệu, hào, hạo
殿	điến, điện, đán
毀	hủy
毁	hủy
毂	cốc
毃	khác
毄	kích
毅	nghị
毆	khu, ấu, ẩu
毇	hủy
毈	đoạn
毉	y
毊	hiêu
毋	mưu, vô
毌	quán
母	mô, mẫu
毎	mỗi
每	mai, môi, mỗi
毐	ải
毒	đại, đốc, độc
毓	dục
比	bì, bí, bỉ, tỉ, tỵ, tỷ
毕	tất
毖	bí
毗	bì, tì, tỳ
毘	bì, tì, tỳ
毙	tễ, tệ
毚	sàm
毛	mao, mô
毡	chiên
毢	tai
毤	thóa
毦	nhị
毧	nhung
毨	tiển
毫	hào
毬	cầu
毯	thảm
毰	bồi
毱	cúc
毲	đát
毳	thúy, thuế
毵	tam
毽	kiến, kiện
毷	máo, mạo
毸	tồi
毹	du, su
毺	du, su
毻	thóa
毼	hạt
毾	tháp
毿	tam
氀	lâu
氂	li, ly, mao
氃	đồng
氄	nhũng
氅	sưởng, xưởng
氆	bảng, phổ
氇	lỗ
氈	chiên
氉	táo
氊	chiên
氋	mông
氌	lỗ
氍	cù
氎	điệp
氏	chi, thị
氐	chi, đê, để
民	dân, miên
氓	manh
气	khí, khất
氕	phân
氖	nãi
気	khí
氘	đao
氙	tiên
氚	xuyên
氛	phân
氜	dương
氟	phất
氠	tiên
氡	đông
氢	khinh
氣	khí, khất
氤	nhân
氥	tây
氦	hợi
氧	dưỡng
氨	an
氩	á
氪	khắc
氫	khinh
氬	á
氮	đạm
氯	lục
氰	tình
氱	dưỡng
氲	uân
氳	uân
氵	thủy
水	thủy
氷	băng
永	vĩnh, vịnh
氹	đãng
氺	thủy
氻	lặc
氾	phiếm
氿	cửu, quỹ
汀	đinh
汁	chấp, hiệp, trấp
汃	bát, bân, bẩm
汇	hối, hội, vị, vựng
汉	hán
凼	đãng
氽	thoản, thận, thộn
汆	thoản, thộn, tù
汊	sá, xá
汋	chước, thược
汍	hoàn
汎	phiếm, phùng, phạp
汏	thái, đại
汐	tịch
汒	mang
汓	tù
汔	khất, ngật
汕	san, sán
汗	hàn, hãn, hạn
汙	hu, oa, ô, ố
汚	ô, ố
汛	tấn
汜	dĩ, tỉ, tỷ
汝	nhữ
江	giang
池	trì
污	ô, ố
汤	sương, thang, thãng
汲	cấp
求	cầu
汞	cống, hống
汧	khiên
汨	cốt, duật, mịch
汩	cốt, duật, dật, hốt, mịch
汪	uông
汭	nhuế
汮	quân
汯	hoành
汰	thái, thải
汱	kiển
汳	biện
汴	biện
汶	mân, môn, vấn
汸	bàng
汹	hung
決	huyết, khuyết, quyết
汽	hất, khí, ất
汾	phần
沁	sấm, thấm
沂	nghi, ngân
沃	ốc
沄	vân
沅	nguyên
沆	hàng, hãng
沇	duyễn, duyện
沈	thẩm, trấm, trầm
沉	thẩm, trấm, trầm
沋	vưu
沌	độn
沍	hồ, hỗ, hộ
沏	thiết, thế
沐	mộc
沒	một
沔	miễn, miện
沕	mật, vật
沖	trùng, xung
沙	sa, sá
沚	chỉ
沛	bái, phái
沜	phán
沟	câu
没	một
沣	phong
沤	âu, ẩu
沥	lịch
沦	luân
沧	thương
沨	phong
沩	duy, vy
沪	hỗ
泐	lặc
泛	phiếm, phủng
泲	tế, tể
洰	cự
沓	đạp
沝	chủy
沫	mạt
沬	huệ, hối, muội, mội
沭	thuật
沮	thư, trở, tư, tự
沱	đà
沲	đà
河	hà
沴	diễn, lệ
沵	lệ
沸	phí, phất
油	du
沺	điền
治	trì, trị
沼	chiểu
沽	cô, cổ
沾	thiêm, tiêm, triêm, điếp
沿	diên, duyên
況	huống
泂	huýnh, quýnh
泃	cú
泄	duệ, tiết
泅	tù
泆	dật
泇	gia
泊	bạc, phách
泋	húy
泌	bí
泏	truất
泑	u, ửu
泒	cô
泓	hoằng
泔	cam, hạm
法	pháp
泖	mão
泗	tứ
泙	bàng, bình, phanh
泜	trì
泝	tố
泞	nính, trữ
泠	linh
泡	bào, phao, pháo
波	ba
泣	khấp
泥	nê, nễ, nệ
泧	hoạt
注	chú
泪	lệ
泫	huyên, huyễn
泬	quyết
泭	phu
泮	phán
泯	dân, dẫn, miến, mẫn
泱	anh, áng, ương, ưởng
泳	vịnh
泷	lang, lung
泸	lô, lư
泺	bạc, lạc
泻	tích, tả
泼	bát
泽	trạch
泾	kinh, kính
浅	thiển, tiên
泉	toàn, tuyền
泚	thử
泵	bơm
泿	ngân
洁	khiết
洄	hồi
洇	nhân, yên
洊	tiến
洋	dương
洌	liệt
洎	kịp, kỵ
洏	nhi
洑	phục
洒	sái, thối, tiển, tẩy
洗	tiển, tẩy
洙	chu, thù
洚	giáng, hồng
洛	lạc
洝	án, át
洞	đỗng, động
洟	di, thế
洣	mễ
津	tân
洧	vị
洨	hào
洩	duệ, tiết
洪	hồng
洫	dật, hức
洭	khuông
洮	dao, diêu, thao, đào
洱	nhĩ, nhị
洲	châu
洳	như, nhự
洴	bình
洵	tuân, tuần
洶	hung
洸	hoảng, quang
洹	hoàn, viên
洺	danh, minh
活	hoạt, quạt
洼	khuê, oa
洽	hiệp, hợp
派	ba, phái
洿	hộ, ô
浃	giáp, tiếp
浄	tịnh
浇	kiêu, nghiêu
浈	trinh
浊	trạc, trọc
测	trắc
浍	quái
济	tế, tể
浏	lưu, lựu
浐	ngạn
浑	hồn, hỗn
浒	hử
浓	nùng
浔	tầm
涎	diên, diện, duyên, tiên
涏	diên
㳠	thát
𣴓	kạn
泰	thái
流	lưu
浆	tương
浙	chiết, triết
浚	tuấn
浛	hàm
浜	banh, binh
浞	trác
浟	du
浠	hy
浡	bột
浣	cán, hoán
浤	hoành
浥	ấp
浦	phố, phổ
浩	hạo
浪	lang, lãng
浬	hải lí, lí, lý
浭	canh
浮	phù
浯	ngô
浰	lợi
浴	dục
浶	lao
海	hải
浸	thâm, tẩm
浹	giáp, tiếp
浺	xung
浻	quýnh
浼	miễn, mỗi
浽	tuy
浿	bái, phái, phối
涂	đồ
涅	niết, nát
涆	cán
涇	kinh, kính
消	tiêu
涉	thiệp
涊	niễn
涌	dũng
涍	hiếu
涐	nga
涑	tâu, tốc
涒	thôn, uân
涓	quyên
涔	sầm
涕	di, thế
涖	lị
涘	sĩ
涚	thuế
涛	đào
涝	lao, lão, lạo
涞	lai
涟	liên
涡	oa, qua
涣	hoán
涤	địch
润	nhuận
涧	giản
涨	trướng
涩	sáp
淽	nhị
涪	phù
涫	quan, quản
涬	hãnh, trĩ
涮	xuyến
涯	nhai
液	dịch
涳	không
涴	ngọa, oản, uyên, uyển, ô
涵	hàm, hám
涷	đông
涸	hạc
涹	oa, ủy
涼	lương, lượng
涽	hôn
涾	đạp
涿	trác
淀	điến, điện
淂	đắc
淄	chuy, tri, truy
淅	tí, tích, tý
淆	hào
淇	kì, kỳ
淈	cốt
淋	lâm
淌	thảng, xướng
淏	hạo
淑	thục
淒	thiến, thê
淖	náo, xước
淘	đào
淙	tông
淚	lụy, lệ
淛	chiết
淜	băng, phanh
淝	phì
淞	tùng
淟	điến
淠	bái, bí, tụy
淡	đàm, đạm
淢	hức, vực
淤	ứ
淥	lục
淦	cam
淨	tịnh
淩	lăng
淪	luân
淫	dâm
淬	thối, tụy
淭	hoài
淮	hoài
淯	dục
淰	niệm, thiểm, thẩm
深	thâm
淳	thuần
淴	hốt, ốt
淶	lai
混	côn, cổn, hồn, hỗn
淸	thanh
淹	yêm, yểm
淺	thiển, tiên
添	thiêm
渀	biện
渃	nhược
清	sảnh, thanh
渊	uyên
渌	lục
渍	tí, tý
渎	đậu, độc
渐	tiêm, tiềm, tiệm
渑	miễn, mẫn, thằng
渒	tụy
渔	ngư
渖	thẩm
渗	sấm
渚	chử, hử
渠	cừ, cự
渦	oa, qua
渮	ca
𬇹	quắc
淵	uyên
淼	diểu, diễu, miểu
渙	hoán
減	giảm
渜	nhuyên, noãn
渝	du
渟	đình
渡	độ
渢	phong, phùng
渣	tra
渤	bột
渥	ác, ốc
渨	úy, ôi
温	uẩn, ôn
渫	tiết, điệp
測	trắc
渭	vị
港	cảng, hống
渰	yêm, yểm
渱	hồng
渲	huyên, tuyển
渳	nhị
渴	hạt, khát, kiệt
游	du
渹	hoành, oanh, sảnh
渺	diêu, diểu, miểu
渻	tỉnh
渼	mĩ, mỹ
渾	hồn, hỗn
渿	nại
湁	sấp
湃	bái, phái, vy
湄	mi, my
湅	luyện
湆	khấp
湇	khấp
湉	điềm
湊	thấu, tấu
湋	vy
湌	xan
湍	thoan
湎	miện
湏	hối, tu
湑	tư
湒	tập
湓	bồn
湔	tiên, tiền, tiễn
湖	hồ
湘	sương, tương
湛	thầm, tiêm, trạm, trầm, đam
湜	thục, thực
湝	giai
湞	sanh, trinh
湟	hoàng
湠	thán
湡	ngu
湢	bức
湣	hôn, mẫn
湥	thốc
湦	sinh
湧	dũng
湩	chúng, đống
湫	tiều, tiểu, tưu
湮	nhân, yên
湯	sương, thang, thãng
湱	hoạch
湲	viên
湻	thuần
湼	niết, nát
湽	truy
湾	loan
湿	chập, thấp
溃	hội
溅	tiên, tiễn
溆	tự
溇	lâu
溈	duy, quy, vy
溉	cái, khái
溚	tháp
溞	tao
溠	tra, trá
溲	sưu, sửu
滁	trừ
滋	tư
滑	cốt, hoạt
滞	trệ
颍	dĩnh, toánh
㴫	cổn, quận
溍	tấn
溎	quế, yến
溏	đường
源	nguyên
溓	liêm, liễm, liệm, niêm
準	chuyết, chuẩn
溘	khạp
溙	thái
溛	oa
溜	lưu, lựu
溝	câu
溟	minh
溢	dật
溥	bạc, phu, phổ
溦	vi, vy
溧	lật
溪	hoát, khê
溫	uẩn, ôn
溭	tắc
溮	sư
溯	tố
溰	nghi
溱	trân, trăn
溳	vân
溴	kích, xú
溵	ân
溶	dong, dung
溷	hỗn
溹	sách, tác
溺	niệu, nịch
溻	thạp
溼	thấp
溽	nhục
滀	súc
滂	bàng
滃	ổng
滄	thương
滅	diệt
滆	hách
滇	điên, điền
滈	hao, hạo
滉	hoảng
滌	địch
滍	trĩ
滏	phũ, phủ
滒	ca
滓	chỉ
滔	thao, đào
滖	tuy
滗	tiết
滘	khiếu
滙	hối
滚	cổn
滛	dâm
滝	long
滟	diễm, liễm
满	mãn
滢	huỳnh
滤	lự
滥	cãm, lãm, lạm
滦	loan
滨	tân
滩	than
滪	dự
滫	tưu, tựu
滭	tất
滶	ngao
漓	li, ly
漠	mạc
漣	liên
漨	bồng
漭	mãng
漷	khuếch
滎	huỳnh
滬	hỗ
滮	bưu
滯	trệ
滱	khấu
滲	sâm, sấm
滴	chích, trích, tích
滵	mật
滷	lỗ
滸	hử
滹	hô
滺	du
滻	ngạn, sản
滼	phạm
滽	dung
滾	cổn
滿	muộn, mãn
漁	ngư
漂	phiêu, phiếu, xiếu
漃	tịch
漅	sào
漆	thế, tất
漈	tế
漉	lộc
漊	lâu, lũ
漍	quắc
漎	tung, tùng, tủng
漏	lâu, lậu
漑	cái, khái
演	diễn
漕	tào
漘	thần
漙	đoàn
漚	âu, ẩu
漢	hán
漥	oa
漩	tuyền
漪	y
漫	man, mạn
漬	tí, tý
漯	loa, tháp
漰	băng, bằng, phanh
漱	sấu, thấu, tâu
漲	trướng
漳	chương
漴	sùng
漵	tự
漶	hoán
漸	tiêm, tiềm, tiệm
漻	liêu, liệu
漼	thôi, tồi
漾	dạng
潀	tung, tùng
潄	sấu, thấu
潆	oanh, uynh
潇	tiêu
潋	liễm
潍	duy
潎	bệ
潒	tượng
潢	hoàng, hoảng
潩	dị
潴	chư, rư, trư
澉	cám, cảm
濄	qua
滕	đằng
漦	ly
漿	tương
潁	dĩnh, toánh
潏	duật, quyết, quất, thuật
潐	tiêu
潑	bát
潔	khiết
潕	vũ
潖	bà
潗	tập
潘	bàn, phan
潙	quy, vy
潛	tiềm
潜	tiềm
潝	hấp
潟	tích
潠	tuyển, tốn
潤	nhuận
潦	lao, liêu, lạo
潨	tùng
潬	đán
潭	tầm, đàm
潮	triều, trào
潯	tầm
潰	hội
潲	sảo
潷	tiết
潸	san
潺	sàn
潼	đồng
潾	lân
澁	sáp
澂	trừng
澄	trừng
澆	kiêu, nghiêu
澇	lao, lão, lạo
澈	triệt
澌	ti, ty, tê, tư
澍	chú, thụ
澎	bành
澐	vân
澑	lưu, lựu
澒	hống, hổng
澓	phục
澔	hạo
澖	nhàn
澗	giản
澘	san
澜	lan
澫	vạn
澳	áo, úc
澾	thát
濆	phún, phần, phẫn
濈	trấp
濎	đỉnh
潚	tiêu, túc
潞	lộ
澞	ngu
澟	lẫm
澠	miễn, mãnh, mẫn, thằng
澡	tháo, táo
澣	cán, hoán, hoãn
澤	dịch, thích, trạch
澥	giải, hải
澦	dự
澧	lễ
澨	phệ, thệ
澭	ung
澮	quái
澰	liễm
澱	điến
澴	hoàn
澶	thiền, đạn
澹	đam, đàm, đạm
澺	ức
澼	phích, tịch
激	khích, kích
濁	trạc, trọc
濂	liêm
濃	nùng
濇	sáp, sắc, sắt
濊	hoát, khoát, uế
濋	sở
濑	lai, lại
濒	tân, tần
濛	mông
濩	hoạch
濭	ái
瀄	trất
澀	sáp
澩	hạc
濔	nhĩ
濕	chập, sấp, thấp
濘	nính, nịnh
濜	tấn, tận
濞	tý, tị, tỵ
濟	tế, tể
濠	hào
濡	nhi, nhu, nhuyên
濤	đào
濦	hấp, ân
濫	cãm, hạm, lam, lãm, lạm
濬	tuấn
濮	bộc
濯	trạc, trạo
濰	duy
濱	tân
濲	cốc
濴	huỳnh, oanh
濶	khoát
濿	lệ
瀁	dưỡng, dạng
瀇	hoảng, oảng, quảng
瀎	mạt
瀞	tịnh
瀡	tủy
濺	tiên, tiễn
濼	bạc, lạc
濾	lự
瀀	ưu
瀅	huỳnh, oánh, uynh
瀆	đậu, độc
瀉	tạ, tả
瀋	thẩm, trấm, trầm
瀌	tiêu
瀍	triền
瀏	lưu, lựu
瀑	bạo, bộc
瀢	đỗi
瀦	chư, trư
瀕	tân, tần
瀖	hoắc
瀘	lô, lư
瀙	sấn
瀚	hãn
瀛	doanh
瀜	dong, dung, dụng
瀝	lịch
瀟	tiêu
瀠	oanh, uynh
瀣	dới, giới
瀨	lại
瀩	đội
瀫	hộc
瀳	tiến
瀧	lang, lung, sang
瀰	di, my, nhị
瀱	kế
瀲	liễm
瀴	anh
瀷	dực
瀸	sàm, tiêm
瀹	dược, thược
瀺	sàm
瀼	nhương, nhưỡng, nhượng
瀾	lan
瀿	phiền
灂	tiếu, trác, trạc
灌	hoán, quán
灃	phong
灄	nhiếp
灅	lũy
灇	tung
灈	cù
灉	ung, ưng
灊	tiềm
灋	pháp
灏	hạo
灕	li, ly
灑	si, sái, tẩy
灒	tán
灖	mị
灘	than
灓	loan
灚	giảo
灛	xiển
灡	lan
灝	hạo
灞	bá
灟	chúc
灠	lãm, lạm
灣	loan
灤	loan
灦	hiển
灥	tuyền, tầm
灧	diễm, liễm
灨	cám, công
𤅷	linh
灩	diễm, liễm
灪	uất
火	hỏa
灬	hỏa
灭	diệt
灯	đinh, đăng
灰	hôi, khôi
灳	linh
灴	hồng
灵	linh
灶	táo
灸	cứu
灺	tã, đả
灼	chước
災	tai
灾	tai
灿	xán
炀	dương, dượng
炁	khí
炅	quý, quýnh, quế
炆	văn
炉	lô, lư
炊	xuy, xúy
炎	diễm, viêm, đàm
炒	sao
炔	khuyết, quế
炕	kháng
炖	đôn, đốn, đồn
炘	hân
炙	chá, chích
炜	vĩ
炝	sang
炬	cự
炤	chiêu, chiếu, chiểu
炧	tã, đả
炨	xuy
炫	huyễn
炭	thán
炮	bào, pháo
炯	huỳnh, quýnh
炰	bào
炱	đài
炳	bính, bỉnh
炷	chú
炸	trác, tạc
点	điểm
為	vi, vy, vị
炻	thạch
炼	luyện
炽	sí
烁	thước
烂	lạn
烃	hĩnh, thinh
秌	thu
烈	liệt
烊	dương
烋	hao, hưu
烏	ô
烕	diệt
烖	tai
烘	hồng
烙	lạc
烚	hiệp
烛	chúc
烜	huyên, huyễn, huỷ, hối
烝	chưng, chứng
烟	nhân, yên
烤	khảo
烦	phiền
烧	thiêu, thiếu
烨	diệp
烩	khoái, quái
烫	nãng, năng, đãng
烬	tẫn
热	nhiệt
烶	diễn
烯	hy
烰	bào, phù
烱	huỳnh, quýnh
烴	hĩnh, kính, thinh
烷	hoàn
烹	phanh
烺	lãng
烽	phong
焂	thúc
焄	huân, hôn
焆	yết
焉	diên, yên
焊	hãn, hạn
焌	tuấn
焐	ngộ
焓	hàm
焕	hoán
焖	muộn
焘	đào, đảo
焫	nhiệt
㶿	bột
焙	bồi
焚	phần, phẫn
焜	côn, hỗn
焞	đôn
焠	thối, tụy
無	mô, vô
焤	hủ
焦	tiêu, tiều
焭	quỳnh
焮	hân
焯	chước, trác
焰	diễm, diệm
焱	diễm
然	nhiên
焸	cảnh
煐	anh
煑	chử
煚	quýnh
煮	chử
颎	huỳnh, quýnh
煁	thâm, thầm
煃	khuể
煅	đoán
煆	hà, hạ, đoán
煇	huy, huân, vận
煉	luyện
煊	huyên
煌	hoàng
煎	tiên, tiễn
煏	phúc, phức
煒	vĩ
煔	tiêm
煕	hi, hy
煖	huyên, noãn
煗	noãn
煙	yên
煜	dục
煝	my
煞	sát
煠	sáp
煢	quỳnh
煣	nhữu
煤	môi
煥	hoán
煦	hú
照	chiếu
煨	ôi, ổi
煩	phiền
煬	dương, dượng, dạng
煲	bao, bảo
煳	hồ
煸	biên
煺	thoái
蒸	chưng
煻	đường
煼	sao
煽	phiến
煿	bác
熀	hoảng
熄	tức
熅	uân, úy, uấn
熇	hác, hốc, khảo
熊	hùng
熏	huân
熒	huỳnh
熔	dong, dung
熖	diễm
熗	sang
熘	lựu
熙	hi, hy
熥	thông
熬	ngao
燁	diệp
勲	huân
熛	phiêu, tiêu
熟	thục
熠	dập, tập
熤	tập
熨	úy, uất
熭	duệ
熯	hán, hãn, nhiễn, nạn
熰	âu
熱	nhiệt
熲	huỳnh, quýnh
熳	mạn
熿	hoàng
熷	tăng
熸	tiêm
熹	hi, hy
熺	hy
熾	sí, xí
燀	sán, xiển
燂	tầm
燃	nhiên
燄	diễm
燅	tầm
燈	đăng
燉	đôn, đốn
燊	sân
燋	tiêu, tiều
燎	liệu
燏	duật, uất
燐	lân
燒	thiêu, thiếu
燔	phiền, phần
燕	yên, yến
燖	tầm
燙	nãng, năng, đãng
燜	muộn
營	dinh, doanh
燠	Úc, áo, úc, ốc, Ủ, ứ
燧	toại
𤏡	bặc
燡	dịch
燥	táo
燦	xán
燬	hủy
燭	chúc
燮	tiếp
